DATA_INICIAL,DATA FINAL,REGIAO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO,MES,ANO
11/02/2018,17/02/2018,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,64,R$/l,3.607,0.141,3.29,3.89,0.35,0.039,3.257,0.262,2.8442,3.4508,0.08,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,234,R$/l,2.942,0.151,2.74,3.393,0.349,0.051,2.593,0.247,2.3757,3.0996,0.095,2,2018
11/02/2018,17/02/2018,NORDESTE,MARANHAO,ETANOL HIDRATADO,37,R$/l,3.448,0.178,3.2,3.89,0.279,0.052,3.169,0.134,2.918,3.3685,0.042,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,155,R$/l,2.565,0.214,2.217,3.06,0.255,0.083,2.31,0.124,2.04,2.51,0.054,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,87,R$/l,3.333,0.165,3.077,3.799,0.284,0.05,3.049,0.052,2.9603,3.2349,0.017,2,2018
11/02/2018,17/02/2018,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,578,R$/l,3.188,0.152,2.778,3.799,0.361,0.048,2.827,0.164,2.329,3.2,0.058,2,2018
11/02/2018,17/02/2018,NORTE,PARA,ETANOL HIDRATADO,43,R$/l,3.632,0.261,3.24,4.2,0.357,0.072,3.275,0.156,3.0324,3.514,0.048,2,2018
11/02/2018,17/02/2018,NORDESTE,PARAIBA,ETANOL HIDRATADO,58,R$/l,3.039,0.16,2.869,3.649,0.331,0.053,2.708,0.072,2.4531,2.7821,0.027,2,2018
11/02/2018,17/02/2018,SUL,PARANA,ETANOL HIDRATADO,373,R$/l,3.087,0.124,2.699,3.4,0.291,0.04,2.796,0.109,2.4984,2.9979,0.039,2,2018
11/02/2018,17/02/2018,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,162,R$/l,3.095,0.19,2.799,3.999,0.314,0.061,2.781,0.104,2.3687,3.1892,0.037,2,2018
11/02/2018,17/02/2018,NORDESTE,PIAUI,ETANOL HIDRATADO,45,R$/l,3.403,0.077,3.289,3.65,0.371,0.023,3.032,0.052,2.9315,3.081,0.017,2,2018
11/02/2018,17/02/2018,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,397,R$/l,3.656,0.205,3.09,4.099,0.384,0.056,3.272,0.143,2.917,3.5189,0.044,2,2018
11/02/2018,17/02/2018,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,59,R$/l,3.272,0.058,3.129,3.399,0.335,0.018,2.937,0.046,2.8765,2.9768,0.016,2,2018
11/02/2018,17/02/2018,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,184,R$/l,3.999,0.215,3.498,4.739,0.343,0.054,3.656,0.174,3.1864,3.9538,0.048,2,2018
11/02/2018,17/02/2018,NORTE,RONDONIA,ETANOL HIDRATADO,34,R$/l,3.547,0.185,3.289,4.01,0.356,0.052,3.191,0.154,2.9672,3.2943,0.048,2,2018
11/02/2018,17/02/2018,NORTE,RORAIMA,ETANOL HIDRATADO,6,R$/l,3.57,0.043,3.49,3.6,0.467,0.012,3.103,0.111,2.9277,3.1805,0.036,2,2018
11/02/2018,17/02/2018,SUL,SANTA CATARINA,ETANOL HIDRATADO,161,R$/l,3.519,0.149,3.196,3.899,0.325,0.042,3.194,0.074,3.0934,3.324,0.023,2,2018
11/02/2018,17/02/2018,SUDESTE,SAO PAULO,ETANOL HIDRATADO,1661,R$/l,2.892,0.136,2.469,3.599,0.331,0.047,2.561,0.095,2.1877,2.8739,0.037,2,2018
11/02/2018,17/02/2018,NORDESTE,SERGIPE,ETANOL HIDRATADO,29,R$/l,3.422,0.119,3.15,3.599,0.414,0.035,3.008,0.109,2.719,3.1711,0.036,2,2018
11/02/2018,17/02/2018,NORTE,TOCANTINS,ETANOL HIDRATADO,36,R$/l,3.625,0.124,3.39,3.899,0.384,0.034,3.241,0.142,2.95,3.3291,0.044,2,2018
11/02/2018,17/02/2018,NORTE,ACRE,ÓLEO DIESEL,33,R$/l,4.092,0.164,3.79,4.479,0.608,0.04,3.484,0.129,3.2576,3.6862,0.037,2,2018
11/02/2018,17/02/2018,NORDESTE,ALAGOAS,ÓLEO DIESEL,37,R$/l,3.4,0.09,3.179,3.599,0.313,0.026,3.087,0.111,2.9806,3.2967,0.036,2,2018
11/02/2018,17/02/2018,NORTE,AMAPA,ÓLEO DIESEL,24,R$/l,3.933,0.074,3.75,3.99,0.291,0.019,3.642,0.065,3.5387,3.7212,0.018,2,2018
11/02/2018,17/02/2018,NORTE,AMAZONAS,ÓLEO DIESEL,37,R$/l,3.428,0.216,3.299,3.98,0.266,0.063,3.162,0.091,2.91,3.2607,0.029,2,2018
11/02/2018,17/02/2018,NORDESTE,BAHIA,ÓLEO DIESEL,219,R$/l,3.335,0.14,3.09,3.91,0.311,0.042,3.024,0.085,2.8416,3.3041,0.028,2,2018
11/02/2018,17/02/2018,NORDESTE,CEARA,ÓLEO DIESEL,67,R$/l,3.559,0.089,3.39,3.78,0.489,0.025,3.07,0.062,2.9768,3.178,0.02,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,DISTRITO FEDERAL,ÓLEO DIESEL,25,R$/l,3.58,0.135,3.199,3.899,0.411,0.038,3.169,0.069,3.0745,3.2708,0.022,2,2018
11/02/2018,17/02/2018,SUDESTE,ESPIRITO SANTO,ÓLEO DIESEL,80,R$/l,3.38,0.151,2.99,4.25,0.426,0.045,2.954,0.072,2.835,3.1271,0.024,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,GOIAS,ÓLEO DIESEL,162,R$/l,3.47,0.105,3.289,3.82,0.468,0.03,3.002,0.076,2.8569,3.1985,0.025,2,2018
11/02/2018,17/02/2018,NORDESTE,MARANHAO,ÓLEO DIESEL,67,R$/l,3.316,0.11,3.099,3.58,0.289,0.033,3.027,0.061,2.9129,3.15,0.02,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO,ÓLEO DIESEL,92,R$/l,3.681,0.186,3.399,4.15,0.463,0.051,3.218,0.072,2.97,3.3274,0.022,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO DO SUL,ÓLEO DIESEL,56,R$/l,3.771,0.114,3.529,4.02,0.478,0.03,3.293,0.085,3.067,3.3887,0.026,2,2018
11/02/2018,17/02/2018,SUDESTE,MINAS GERAIS,ÓLEO DIESEL,391,R$/l,3.473,0.123,3.188,3.909,0.38,0.035,3.093,0.077,2.882,3.2729,0.025,2,2018
11/02/2018,17/02/2018,NORTE,PARA,ÓLEO DIESEL,68,R$/l,3.588,0.197,3.197,4.13,0.506,0.055,3.082,0.118,2.881,3.345,0.038,2,2018
11/02/2018,17/02/2018,NORDESTE,PARAIBA,ÓLEO DIESEL,34,R$/l,3.304,0.122,3.09,3.56,0.287,0.037,3.017,0.05,2.9503,3.1126,0.017,2,2018
11/02/2018,17/02/2018,SUL,PARANA,ÓLEO DIESEL,220,R$/l,3.155,0.113,2.89,3.56,0.378,0.036,2.777,0.085,2.602,3.0122,0.031,2,2018
11/02/2018,17/02/2018,NORDESTE,PERNAMBUCO,ÓLEO DIESEL,27,R$/l,3.318,0.099,3.199,3.56,0.175,0.03,3.143,0.115,2.9559,3.2479,0.037,2,2018
11/02/2018,17/02/2018,NORDESTE,PIAUI,ÓLEO DIESEL,39,R$/l,3.462,0.064,3.38,3.599,0.353,0.018,3.109,0.06,2.9704,3.1233,0.019,2,2018
11/02/2018,17/02/2018,SUDESTE,RIO DE JANEIRO,ÓLEO DIESEL,208,R$/l,3.533,0.146,3.25,3.899,0.456,0.041,3.077,0.085,2.896,3.342,0.028,2,2018
11/02/2018,17/02/2018,NORDESTE,RIO GRANDE DO NORTE,ÓLEO DIESEL,43,R$/l,3.505,0.066,3.39,3.62,0.427,0.019,3.078,0.066,2.9753,3.1368,0.021,2,2018
11/02/2018,17/02/2018,SUL,RIO GRANDE DO SUL,ÓLEO DIESEL,239,R$/l,3.322,0.134,3.059,3.72,0.507,0.04,2.815,0.088,2.54,3.0533,0.031,2,2018
11/02/2018,17/02/2018,NORTE,RONDONIA,ÓLEO DIESEL,67,R$/l,3.609,0.102,3.358,3.93,0.443,0.028,3.166,0.071,3.054,3.288,0.022,2,2018
11/02/2018,17/02/2018,NORTE,RORAIMA,ÓLEO DIESEL,11,R$/l,3.481,0.032,3.43,3.53,0.428,0.009,3.053,0.076,2.9854,3.2,0.025,2,2018
11/02/2018,17/02/2018,SUL,SANTA CATARINA,ÓLEO DIESEL,109,R$/l,3.27,0.118,3.05,3.599,0.453,0.036,2.817,0.106,2.675,3.0619,0.038,2,2018
11/02/2018,17/02/2018,SUDESTE,SAO PAULO,ÓLEO DIESEL,845,R$/l,3.284,0.131,2.799,4.109,0.395,0.04,2.889,0.098,2.49,3.2878,0.034,2,2018
11/02/2018,17/02/2018,NORDESTE,SERGIPE,ÓLEO DIESEL,18,R$/l,3.422,0.083,3.27,3.549,0.424,0.024,2.998,0.034,2.9827,3.0739,0.011,2,2018
11/02/2018,17/02/2018,NORTE,TOCANTINS,ÓLEO DIESEL,31,R$/l,3.367,0.245,3.119,4.46,0.329,0.073,3.038,0.041,2.976,3.0844,0.013,2,2018
11/02/2018,17/02/2018,NORTE,ACRE,ÓLEO DIESEL S10,32,R$/l,4.285,0.135,3.89,4.499,0.615,0.032,3.67,0.15,3.3093,3.8048,0.041,2,2018
11/02/2018,17/02/2018,NORDESTE,ALAGOAS,ÓLEO DIESEL S10,44,R$/l,3.475,0.118,3.249,3.799,0.202,0.034,3.273,0.111,3.042,3.443,0.034,2,2018
11/02/2018,17/02/2018,NORTE,AMAPA,ÓLEO DIESEL S10,15,R$/l,4.415,0.119,4.29,4.6,0.389,0.027,4.026,0.111,3.8406,4.1305,0.028,2,2018
11/02/2018,17/02/2018,NORTE,AMAZONAS,ÓLEO DIESEL S10,44,R$/l,3.552,0.222,3.39,4.18,0.349,0.063,3.203,0.128,2.9,3.55,0.04,2,2018
11/02/2018,17/02/2018,NORDESTE,BAHIA,ÓLEO DIESEL S10,256,R$/l,3.454,0.177,3.029,4.418,0.356,0.051,3.098,0.087,2.96,3.3994,0.028,2,2018
11/02/2018,17/02/2018,NORDESTE,CEARA,ÓLEO DIESEL S10,207,R$/l,3.631,0.086,3.379,3.8,0.49,0.024,3.141,0.033,2.9897,3.205,0.011,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,DISTRITO FEDERAL,ÓLEO DIESEL S10,34,R$/l,3.721,0.106,3.459,3.999,0.406,0.028,3.315,0.105,3.2032,3.4753,0.032,2,2018
11/02/2018,17/02/2018,SUDESTE,ESPIRITO SANTO,ÓLEO DIESEL S10,85,R$/l,3.474,0.146,3.09,4.35,0.455,0.042,3.019,0.078,2.805,3.2631,0.026,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,GOIAS,ÓLEO DIESEL S10,140,R$/l,3.572,0.113,3.349,3.92,0.535,0.032,3.037,0.061,2.9589,3.1698,0.02,2,2018
11/02/2018,17/02/2018,NORDESTE,MARANHAO,ÓLEO DIESEL S10,108,R$/l,3.329,0.111,3.15,3.65,0.241,0.033,3.088,0.086,2.935,3.3171,0.028,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO,ÓLEO DIESEL S10,114,R$/l,3.789,0.182,3.459,4.19,0.476,0.048,3.313,0.086,3.08,3.4667,0.026,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO DO SUL,ÓLEO DIESEL S10,75,R$/l,3.85,0.123,3.629,4.23,0.408,0.032,3.442,0.094,3.13,3.737,0.027,2,2018
11/02/2018,17/02/2018,SUDESTE,MINAS GERAIS,ÓLEO DIESEL S10,411,R$/l,3.591,0.13,3.249,3.999,0.43,0.036,3.161,0.078,2.9487,3.3108,0.025,2,2018
11/02/2018,17/02/2018,NORTE,PARA,ÓLEO DIESEL S10,101,R$/l,3.693,0.213,3.24,4.28,0.513,0.058,3.18,0.1,2.9639,3.31,0.031,2,2018
11/02/2018,17/02/2018,NORDESTE,PARAIBA,ÓLEO DIESEL S10,44,R$/l,3.411,0.104,3.19,3.64,0.281,0.03,3.13,0.048,3.0461,3.222,0.015,2,2018
11/02/2018,17/02/2018,SUL,PARANA,ÓLEO DIESEL S10,279,R$/l,3.283,0.119,2.94,3.59,0.379,0.036,2.904,0.08,2.6729,3.0661,0.028,2,2018
11/02/2018,17/02/2018,NORDESTE,PERNAMBUCO,ÓLEO DIESEL S10,172,R$/l,3.364,0.114,3.15,3.949,0.325,0.034,3.039,0.102,2.9304,3.5829,0.034,2,2018
11/02/2018,17/02/2018,NORDESTE,PIAUI,ÓLEO DIESEL S10,62,R$/l,3.572,0.076,3.37,3.799,0.446,0.021,3.126,0.032,3.058,3.1726,0.01,2,2018
11/02/2018,17/02/2018,SUDESTE,RIO DE JANEIRO,ÓLEO DIESEL S10,288,R$/l,3.696,0.144,3.359,4.29,0.505,0.039,3.191,0.099,2.98,3.6242,0.031,2,2018
11/02/2018,17/02/2018,NORDESTE,RIO GRANDE DO NORTE,ÓLEO DIESEL S10,56,R$/l,3.642,0.078,3.399,3.77,0.465,0.021,3.177,0.056,3.1162,3.3722,0.018,2,2018
11/02/2018,17/02/2018,SUL,RIO GRANDE DO SUL,ÓLEO DIESEL S10,294,R$/l,3.434,0.148,3.169,3.899,0.477,0.043,2.957,0.088,2.767,3.187,0.03,2,2018
11/02/2018,17/02/2018,NORTE,RONDONIA,ÓLEO DIESEL S10,62,R$/l,3.702,0.093,3.489,4.03,0.458,0.025,3.244,0.071,3.1,3.3422,0.022,2,2018
11/02/2018,17/02/2018,NORTE,RORAIMA,ÓLEO DIESEL S10,12,R$/l,3.538,0.033,3.48,3.6,0.476,0.009,3.062,0.063,2.93,3.213,0.021,2,2018
11/02/2018,17/02/2018,SUL,SANTA CATARINA,ÓLEO DIESEL S10,209,R$/l,3.357,0.135,2.979,3.799,0.412,0.04,2.945,0.09,2.791,3.1129,0.031,2,2018
11/02/2018,17/02/2018,SUDESTE,SAO PAULO,ÓLEO DIESEL S10,1230,R$/l,3.42,0.139,2.979,4.276,0.416,0.041,3.004,0.108,2.59,3.4901,0.036,2,2018
11/02/2018,17/02/2018,NORDESTE,SERGIPE,ÓLEO DIESEL S10,39,R$/l,3.502,0.119,3.3,3.699,0.351,0.034,3.151,0.05,3.0526,3.2338,0.016,2,2018
11/02/2018,17/02/2018,NORTE,TOCANTINS,ÓLEO DIESEL S10,44,R$/l,3.462,0.249,3.19,4.77,0.398,0.072,3.064,0.076,2.947,3.1436,0.025,2,2018
11/02/2018,17/02/2018,NORTE,ACRE,GASOLINA COMUM,36,R$/l,4.712,0.169,4.48,5.15,0.607,0.036,4.105,0.109,3.9553,4.2536,0.027,2,2018
11/02/2018,17/02/2018,NORDESTE,ALAGOAS,GASOLINA COMUM,58,R$/l,4.336,0.113,3.99,4.499,0.539,0.026,3.797,0.082,3.6,3.9397,0.022,2,2018
11/02/2018,17/02/2018,NORTE,AMAPA,GASOLINA COMUM,24,R$/l,4.028,0.106,3.83,4.19,0.292,0.026,3.736,0.033,3.684,3.7802,0.009,2,2018
11/02/2018,17/02/2018,NORTE,AMAZONAS,GASOLINA COMUM,71,R$/l,4.314,0.274,4,4.95,0.628,0.064,3.686,0.118,3.4611,3.95,0.032,2,2018
11/02/2018,17/02/2018,NORDESTE,BAHIA,GASOLINA COMUM,334,R$/l,4.308,0.166,3.699,4.966,0.672,0.039,3.636,0.087,3.46,3.9252,0.024,2,2018
11/02/2018,17/02/2018,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.167,0.171,3.97,4.69,0.465,0.041,3.702,0.044,3.5989,3.859,0.012,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,47,R$/l,4.273,0.074,4.09,4.399,0.478,0.017,3.795,0.036,3.7019,3.8548,0.009,2,2018
11/02/2018,17/02/2018,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,117,R$/l,4.043,0.196,3.85,4.49,0.371,0.048,3.672,0.054,3.594,3.8071,0.015,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,GOIAS,GASOLINA COMUM,226,R$/l,4.368,0.13,4.08,4.86,0.511,0.03,3.857,0.041,3.7256,3.9265,0.011,2,2018
11/02/2018,17/02/2018,NORDESTE,MARANHAO,GASOLINA COMUM,122,R$/l,3.878,0.177,3.599,4.36,0.384,0.046,3.494,0.073,3.4122,3.64,0.021,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,155,R$/l,4.23,0.202,3.859,4.91,0.531,0.048,3.699,0.086,3.545,3.89,0.023,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,87,R$/l,4.183,0.155,3.99,4.697,0.341,0.037,3.842,0.1,3.57,3.9812,0.026,2,2018
11/02/2018,17/02/2018,SUDESTE,MINAS GERAIS,GASOLINA COMUM,579,R$/l,4.447,0.152,3.899,5.009,0.406,0.034,4.041,0.087,3.7205,4.3984,0.022,2,2018
11/02/2018,17/02/2018,NORTE,PARA,GASOLINA COMUM,106,R$/l,4.266,0.297,3.799,5.04,0.522,0.07,3.744,0.122,3.5507,4.088,0.033,2,2018
11/02/2018,17/02/2018,NORDESTE,PARAIBA,GASOLINA COMUM,60,R$/l,3.988,0.094,3.89,4.399,0.383,0.024,3.605,0.047,3.5282,3.7224,0.013,2,2018
11/02/2018,17/02/2018,SUL,PARANA,GASOLINA COMUM,370,R$/l,4.122,0.155,3.699,4.46,0.381,0.038,3.741,0.075,3.5924,3.9581,0.02,2,2018
11/02/2018,17/02/2018,NORDESTE,PERNAMBUCO,GASOLINA COMUM,186,R$/l,4.138,0.194,3.889,4.599,0.46,0.047,3.678,0.14,3.5026,4.1945,0.038,2,2018
11/02/2018,17/02/2018,NORDESTE,PIAUI,GASOLINA COMUM,68,R$/l,4.141,0.11,4.06,4.459,0.355,0.027,3.786,0.042,3.694,3.8389,0.011,2,2018
11/02/2018,17/02/2018,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,409,R$/l,4.641,0.171,4.299,5.19,0.515,0.037,4.126,0.104,3.826,4.4166,0.025,2,2018
11/02/2018,17/02/2018,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,62,R$/l,4.176,0.076,3.99,4.29,0.421,0.018,3.755,0.077,3.597,3.9785,0.021,2,2018
11/02/2018,17/02/2018,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,364,R$/l,4.363,0.175,3.898,4.88,0.461,0.04,3.902,0.083,3.659,4.1102,0.021,2,2018
11/02/2018,17/02/2018,NORTE,RONDONIA,GASOLINA COMUM,71,R$/l,4.341,0.131,4.13,4.67,0.569,0.03,3.772,0.052,3.684,3.88,0.014,2,2018
11/02/2018,17/02/2018,NORTE,RORAIMA,GASOLINA COMUM,13,R$/l,4.075,0.024,4.05,4.1,0.483,0.006,3.592,0.048,3.54,3.7,0.013,2,2018
11/02/2018,17/02/2018,SUL,SANTA CATARINA,GASOLINA COMUM,252,R$/l,3.984,0.144,3.69,4.399,0.392,0.036,3.592,0.087,3.35,3.7387,0.024,2,2018
11/02/2018,17/02/2018,SUDESTE,SAO PAULO,GASOLINA COMUM,1640,R$/l,4.014,0.153,3.499,4.599,0.444,0.038,3.57,0.097,2.99,3.8899,0.027,2,2018
11/02/2018,17/02/2018,NORDESTE,SERGIPE,GASOLINA COMUM,41,R$/l,4.171,0.103,3.97,4.432,0.427,0.025,3.744,0.039,3.66,3.8084,0.01,2,2018
11/02/2018,17/02/2018,NORTE,TOCANTINS,GASOLINA COMUM,46,R$/l,4.413,0.11,3.999,4.7,0.575,0.025,3.838,0.085,3.7194,3.9497,0.022,2,2018
11/02/2018,17/02/2018,NORTE,ACRE,GLP,27,R$/13Kg,78.153,2.349,72,83,11.438,0.03,66.715,1.381,62.5,67.27,0.021,2,2018
11/02/2018,17/02/2018,NORDESTE,ALAGOAS,GLP,26,R$/13Kg,64.513,3.73,60,75,17.53,0.058,46.983,4.21,41.55,52,0.09,2,2018
11/02/2018,17/02/2018,NORTE,AMAPA,GLP,16,R$/13Kg,74.18,4.571,65,76,24.245,0.062,49.935,5.081,47,61,0.102,2,2018
11/02/2018,17/02/2018,NORTE,AMAZONAS,GLP,55,R$/13Kg,71.421,5.756,65,85,11.411,0.081,60.01,1.519,56.83,61.13,0.025,2,2018
11/02/2018,17/02/2018,NORDESTE,BAHIA,GLP,203,R$/13Kg,58.106,6.982,45,80,13.617,0.12,44.489,4.315,38.13,60,0.097,2,2018
11/02/2018,17/02/2018,NORDESTE,CEARA,GLP,130,R$/13Kg,68.062,5.411,58,78,28.71,0.08,39.352,3.358,31.95,42.93,0.085,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,DISTRITO FEDERAL,GLP,42,R$/13Kg,70.214,5.515,60,90,19.667,0.079,50.547,3.284,47.57,54.07,0.065,2,2018
11/02/2018,17/02/2018,SUDESTE,ESPIRITO SANTO,GLP,115,R$/13Kg,62.778,3.481,57,75,18.209,0.055,44.569,2.526,42.5,56.99,0.057,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,GOIAS,GLP,211,R$/13Kg,72.563,3.824,65,85,13.349,0.053,59.214,3.376,53.3,69.65,0.057,2,2018
11/02/2018,17/02/2018,NORDESTE,MARANHAO,GLP,68,R$/13Kg,69.975,7.446,55,90,14.372,0.106,55.603,7.517,38.9,65.19,0.135,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO,GLP,95,R$/13Kg,96.941,6.64,75,120,19.968,0.068,76.973,11.166,61.14,94.5,0.145,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO DO SUL,GLP,114,R$/13Kg,73.299,6.638,58,90,20.013,0.091,53.286,1.631,49.29,60,0.031,2,2018
11/02/2018,17/02/2018,SUDESTE,MINAS GERAIS,GLP,507,R$/13Kg,68.917,6.04,55,90,16.403,0.088,52.514,4.905,40.9,69.5,0.093,2,2018
11/02/2018,17/02/2018,NORTE,PARA,GLP,157,R$/13Kg,71.943,9.508,60,98,12.047,0.132,59.896,6.672,44.5,72.32,0.111,2,2018
11/02/2018,17/02/2018,NORDESTE,PARAIBA,GLP,55,R$/13Kg,64.659,3.252,60,75,12.462,0.05,52.197,4.707,43.65,60,0.09,2,2018
11/02/2018,17/02/2018,SUL,PARANA,GLP,404,R$/13Kg,68.144,7.138,50,88,18.033,0.105,50.111,5.593,37.97,63.3,0.112,2,2018
11/02/2018,17/02/2018,NORDESTE,PERNAMBUCO,GLP,162,R$/13Kg,62.387,4.341,55,75,17.802,0.07,44.585,4.247,36,55,0.095,2,2018
11/02/2018,17/02/2018,NORDESTE,PIAUI,GLP,35,R$/13Kg,66.367,7.602,59.99,83,13.487,0.115,52.88,9.216,44.58,67,0.174,2,2018
11/02/2018,17/02/2018,SUDESTE,RIO DE JANEIRO,GLP,216,R$/13Kg,59.875,6.045,49.99,75,12.257,0.101,47.618,4.335,38.99,60,0.091,2,2018
11/02/2018,17/02/2018,NORDESTE,RIO GRANDE DO NORTE,GLP,36,R$/13Kg,65.41,4.948,55,75,27.108,0.076,38.302,6.705,31.69,55.15,0.175,2,2018
11/02/2018,17/02/2018,SUL,RIO GRANDE DO SUL,GLP,375,R$/13Kg,67.126,6.525,50,85,18.743,0.097,48.383,7.518,31.56,70,0.155,2,2018
11/02/2018,17/02/2018,NORTE,RONDONIA,GLP,57,R$/13Kg,77.936,7.162,65,91,15.506,0.092,62.43,3.89,58.45,76,0.062,2,2018
11/02/2018,17/02/2018,NORTE,RORAIMA,GLP,24,R$/13Kg,79.833,1.007,78,82,12.963,0.013,66.87,0,66.87,66.87,0,2,2018
11/02/2018,17/02/2018,SUL,SANTA CATARINA,GLP,100,R$/13Kg,67.791,5.575,60,83,20.563,0.082,47.228,6.752,40.36,63.85,0.143,2,2018
11/02/2018,17/02/2018,SUDESTE,SAO PAULO,GLP,1014,R$/13Kg,66.415,6.381,48,85,17.534,0.096,48.881,5.16,34.4,69.69,0.106,2,2018
11/02/2018,17/02/2018,NORDESTE,SERGIPE,GLP,26,R$/13Kg,77.673,5.442,70,90,19.841,0.07,57.832,4.824,52.48,64,0.083,2,2018
11/02/2018,17/02/2018,NORTE,TOCANTINS,GLP,86,R$/13Kg,85.166,4.148,75,95,25.727,0.049,59.439,7.653,45.58,75.7,0.129,2,2018
11/02/2018,17/02/2018,NORDESTE,ALAGOAS,GNV,7,R$/m3,2.73,0.06,2.73,2.89,,0.022,,,,,,2,2018
11/02/2018,17/02/2018,NORDESTE,BAHIA,GNV,18,R$/m3,2.454,0.117,2.32,2.693,0.721,0.048,1.733,0.183,1.4748,1.8768,0.106,2,2018
11/02/2018,17/02/2018,NORDESTE,CEARA,GNV,14,R$/m3,2.937,0.053,2.799,2.97,,0.018,,,,,,2,2018
11/02/2018,17/02/2018,SUDESTE,ESPIRITO SANTO,GNV,9,R$/m3,2.395,0.199,2.39,2.99,,0.083,,,,,,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO,GNV,1,R$/m3,2.699,0,2.699,2.699,,0,,,,,,2,2018
11/02/2018,17/02/2018,CENTRO OESTE,MATO GROSSO DO SUL,GNV,2,R$/m3,2.639,0.184,2.399,2.659,0.706,0.07,1.933,0,1.9326,1.9326,0,2,2018
11/02/2018,17/02/2018,SUDESTE,MINAS GERAIS,GNV,3,R$/m3,2.619,0.171,2.479,2.81,0.856,0.065,1.763,0,1.7628,1.7628,0,2,2018
11/02/2018,17/02/2018,NORDESTE,PARAIBA,GNV,5,R$/m3,2.96,0,2.96,2.96,0.627,0,2.333,0,2.3325,2.3325,0,2,2018
11/02/2018,17/02/2018,SUL,PARANA,GNV,3,R$/m3,2.699,0,2.699,2.699,,0,,,,,,2,2018
11/02/2018,17/02/2018,NORDESTE,PERNAMBUCO,GNV,9,R$/m3,2.474,0.242,2.35,3.179,0.883,0.098,1.591,0.154,1.5147,1.8231,0.097,2,2018
11/02/2018,17/02/2018,SUDESTE,RIO DE JANEIRO,GNV,126,R$/m3,2.418,0.276,1.999,3.199,0.711,0.114,1.707,0.111,1.585,1.9637,0.065,2,2018
11/02/2018,17/02/2018,NORDESTE,RIO GRANDE DO NORTE,GNV,10,R$/m3,2.947,0.056,2.829,2.99,0.982,0.019,1.965,0,1.965,1.965,0,2,2018
11/02/2018,17/02/2018,SUL,RIO GRANDE DO SUL,GNV,18,R$/m3,2.824,0.095,2.589,2.98,0.819,0.034,2.005,0,2.005,2.005,0,2,2018
11/02/2018,17/02/2018,SUL,SANTA CATARINA,GNV,30,R$/m3,2.025,0.125,1.799,2.28,0.422,0.062,1.603,0,1.6034,1.6034,0,2,2018
11/02/2018,17/02/2018,SUDESTE,SAO PAULO,GNV,44,R$/m3,2.39,0.207,2.099,2.999,0.531,0.087,1.859,0.228,1.3535,1.897,0.123,2,2018
11/02/2018,17/02/2018,NORDESTE,SERGIPE,GNV,2,R$/m3,2.899,0,2.899,2.899,,0,,,,,,2,2018
